lmstar,z_best,lsma,lssfr,dlsma,dlssfr,lAv,b2a,ssfr_flag,lsigsfr,sigstar,lSIGgas_KS,lSIGgas_eKS,lSIGgas_dyn_TF,lSIGgas_dyn_GMs,lSIGgas_dyn_GMtot,lSIGgas_re,lSIGmol_T18,lSIGmol_mff,lSIGmol_mff_varyH,lmgas_KS,lmgas_eKS,lmgas_dyn_TF,lmgas_dyn_GMs,lmgas_dyn_GMtot,lmgas_re,lmmol_T18,lmmol_mff,lmmol_mff_varyH,lmmol_re,lAvtot_KS,lAvtot_eKS,lAvtot_dyn_TF,lAvtot_dyn_GMs,lAvtot_dyn_GMtot,lAvtot_re,lAvmol_T18,lAvmol_mff,lAvmol_mff_varyH,ltautot_KS,ltautot_eKS,ltautot_dyn_TF,ltautot_dyn_GMs,ltautot_dyn_GMtot,ltautot_re,ltaumol_T18,ltaumol_mff,ltaumol_mff_varyH
9.846,1.668,0.241,-8.452,-0.212,0.256,0.341,0.610,1.000,0.112,8.565,8.908,12.099,1688165571.400,9.353,8.926,8.633,8.670,8.529,8.943,10.189,13.380,1688165572.681,10.634,10.207,9.613,9.951,9.810,10.224,9.650,1.210,4.401,inf,1.656,1.229,0.936,0.973,0.832,1.246,1.174,4.365,inf,1.620,1.193,0.900,0.937,0.796,1.210
9.435,2.443,0.481,-8.639,0.167,-0.101,-0.222,0.315,1.000,-0.966,7.673,8.126,11.498,313337680.434,8.841,8.243,7.988,7.604,7.906,8.400,9.887,13.259,313337682.195,10.602,10.004,9.449,9.365,9.667,10.161,9.064,0.119,3.490,inf,0.834,0.236,-0.019,-0.404,-0.101,0.393,0.083,3.455,inf,0.798,0.200,-0.055,-0.440,-0.137,0.357
9.444,1.413,0.592,-8.818,0.170,-0.060,-0.155,0.346,1.000,-1.356,7.463,7.844,11.225,167693703.300,8.612,8.022,7.696,7.276,7.633,8.163,9.825,13.206,167693705.281,10.593,10.004,9.376,9.258,9.614,10.145,8.957,0.040,3.421,inf,0.808,0.218,-0.108,-0.528,-0.171,0.359,0.004,3.385,inf,0.772,0.182,-0.144,-0.563,-0.207,0.324
10.407,1.326,0.535,-9.416,-0.017,-0.481,0.000,0.798,0.000,-0.879,8.537,8.189,11.150,242097732.571,8.523,8.376,8.184,8.169,7.830,8.341,10.058,13.019,242097734.440,10.392,10.245,9.752,10.038,9.699,10.211,9.737,0.719,3.680,inf,1.053,0.906,0.714,0.699,0.360,0.871,0.683,3.644,inf,1.017,0.870,0.678,0.664,0.324,0.836
10.220,0.535,0.201,-10.598,-0.381,-1.597,-0.694,0.892,-1.000,-1.578,9.020,7.682,10.230,26072403.137,7.415,7.410,8.075,7.801,7.347,7.747,8.883,11.430,26072404.337,8.615,8.610,8.974,9.001,8.547,8.948,8.700,0.302,2.849,inf,0.035,0.029,0.694,0.421,-0.033,0.367,0.266,2.813,inf,-0.001,-0.007,0.658,0.385,-0.069,0.331
9.723,1.975,0.540,-8.565,0.101,0.113,0.079,0.231,1.000,-0.719,7.846,8.305,11.651,531052565.326,9.031,8.425,8.090,7.904,8.116,8.629,10.183,13.528,531052567.204,10.908,10.302,9.666,9.782,9.993,10.507,9.481,0.506,3.852,inf,1.232,0.626,0.291,0.105,0.317,0.830,0.471,3.816,inf,1.196,0.590,0.255,0.070,0.281,0.795
10.193,1.522,0.321,-8.724,-0.174,0.073,-0.046,0.929,1.000,0.028,8.752,8.846,11.923,1353457504.090,9.215,8.919,8.637,8.758,8.412,8.852,10.287,13.364,1353457505.531,10.656,10.360,9.777,10.199,9.853,10.293,9.898,1.289,4.366,inf,1.658,1.363,1.080,1.201,0.855,1.296,1.254,4.330,inf,1.622,1.327,1.045,1.165,0.819,1.260
9.371,1.640,0.641,-8.318,0.245,0.270,-0.155,0.317,1.000,-1.027,7.291,8.082,11.629,416321511.800,9.051,8.167,7.815,7.375,7.865,8.412,10.162,13.710,416321513.880,11.131,10.247,9.594,9.455,9.945,10.492,9.154,0.195,3.742,inf,1.164,0.280,-0.072,-0.512,-0.022,0.525,0.159,3.707,inf,1.128,0.244,-0.108,-0.548,-0.058,0.489
9.885,0.840,0.228,-8.788,-0.303,0.192,0.146,0.608,1.000,-0.156,8.632,8.713,11.805,888252801.652,9.045,8.767,8.464,8.470,8.351,8.760,9.967,13.058,888252802.906,10.298,10.021,9.417,9.723,9.604,10.014,9.422,1.196,4.288,inf,1.528,1.251,0.948,0.953,0.834,1.243,1.161,4.252,inf,1.492,1.215,0.912,0.917,0.798,1.207
9.914,1.416,0.653,-8.673,0.168,0.171,0.004,0.294,1.000,-0.864,7.810,8.200,11.529,443608864.076,8.961,8.370,7.966,7.838,7.984,8.535,10.305,13.633,443608866.180,11.065,10.475,9.769,9.942,10.089,10.640,9.641,0.573,3.901,inf,1.333,0.743,0.339,0.210,0.357,0.908,0.537,3.865,inf,1.298,0.707,0.303,0.175,0.321,0.872
9.155,0.861,0.285,-8.903,-0.132,0.031,-0.523,0.516,1.000,-1.115,7.787,8.018,11.295,187355791.609,8.536,8.126,7.835,7.349,7.735,8.163,9.386,12.663,187355792.978,9.904,9.494,8.902,8.717,9.103,9.531,8.416,0.248,3.526,inf,0.766,0.356,0.066,-0.421,-0.035,0.394,0.212,3.490,inf,0.731,0.321,0.030,-0.456,-0.071,0.358
10.238,2.374,0.278,-8.930,-0.150,-0.142,0.322,0.919,1.000,-0.046,8.884,8.793,11.785,997375001.908,9.053,8.856,8.660,8.809,8.364,8.790,10.147,13.139,997375003.262,10.408,10.211,9.713,10.163,9.718,10.144,9.862,1.135,4.128,inf,1.396,1.199,1.002,1.151,0.707,1.133,1.099,4.092,inf,1.360,1.163,0.966,1.115,0.671,1.097
9.511,0.370,0.805,-9.049,0.300,0.242,-0.332,0.618,1.000,-1.947,7.103,7.415,10.831,80436778.637,8.307,7.692,7.167,6.664,7.154,7.756,9.823,13.239,80436781.045,10.715,10.100,9.274,9.072,9.563,10.164,8.771,-0.074,3.341,inf,0.818,0.202,-0.322,-0.826,-0.335,0.267,-0.110,3.305,inf,0.782,0.167,-0.358,-0.861,-0.371,0.231
9.605,0.976,0.172,-9.055,-0.315,-0.093,0.106,0.561,1.000,-0.591,8.464,8.398,11.466,341590931.727,8.665,8.459,8.253,8.103,8.072,8.463,9.539,12.607,341590932.869,9.807,9.600,9.093,9.245,9.213,9.604,8.944,0.762,3.830,inf,1.029,0.823,0.617,0.468,0.436,0.827,0.726,3.794,inf,0.994,0.787,0.582,0.432,0.401,0.791
10.220,0.668,0.043,-9.094,-0.539,-0.093,0.204,0.706,1.000,0.242,9.336,9.002,11.839,1183658526.032,8.998,8.916,8.848,8.977,8.594,8.942,9.886,12.723,1183658526.916,9.883,9.801,9.432,9.861,9.479,9.827,9.560,1.597,4.435,inf,1.594,1.512,1.444,1.573,1.190,1.538,1.562,4.399,inf,1.559,1.476,1.408,1.537,1.155,1.502
10.248,1.608,0.447,-8.624,-0.055,0.187,0.079,0.964,1.000,-0.069,8.556,8.776,11.927,1398348956.455,9.280,8.880,8.529,8.641,8.342,8.825,10.469,13.620,1398348958.147,10.972,10.572,9.920,10.333,10.035,10.517,10.032,1.223,4.374,inf,1.726,1.327,0.975,1.088,0.789,1.271,1.187,4.338,inf,1.690,1.291,0.939,1.052,0.753,1.235
9.754,1.233,0.238,-9.015,-0.225,-0.201,0.119,0.648,1.000,-0.537,8.479,8.437,11.511,403301479.618,8.746,8.518,8.330,8.218,8.087,8.500,9.712,12.786,403301480.893,10.021,9.793,9.304,9.493,9.362,9.775,9.192,0.792,3.866,inf,1.100,0.873,0.684,0.573,0.442,0.855,0.756,3.830,inf,1.065,0.837,0.649,0.537,0.406,0.819
10.380,0.974,0.242,-10.635,-0.364,-1.624,-0.328,0.514,-1.000,-1.538,9.097,7.712,10.230,27696466.947,7.438,7.433,8.113,7.961,7.454,7.868,8.995,11.513,27696468.230,8.721,8.716,9.095,9.244,8.737,9.151,8.943,0.288,2.807,inf,0.014,0.009,0.689,0.537,0.030,0.444,0.252,2.771,inf,-0.022,-0.027,0.653,0.502,-0.006,0.409
10.493,0.734,0.367,-8.982,-0.257,0.036,0.333,0.644,1.000,-0.022,8.960,8.810,11.771,1140183614.493,9.084,8.901,8.615,8.713,8.432,8.888,10.343,13.303,1140183616.025,10.617,10.433,9.846,10.245,9.964,10.420,9.944,1.442,4.402,inf,1.716,1.532,1.247,1.344,1.064,1.519,1.406,4.367,inf,1.680,1.497,1.211,1.309,1.028,1.484
10.176,2.042,0.302,-9.048,-0.117,-0.280,0.141,0.421,1.000,-0.274,8.775,8.628,11.619,648609539.972,8.892,8.710,8.545,8.625,8.326,8.759,10.029,13.020,648609541.373,10.294,10.112,9.646,10.027,9.727,10.161,9.726,0.990,3.981,inf,1.255,1.073,0.908,0.988,0.688,1.122,0.954,3.945,inf,1.219,1.037,0.872,0.952,0.652,1.086
10.620,0.736,0.264,-10.580,-0.380,-1.554,-0.222,0.848,-1.000,-1.287,9.293,7.894,10.376,45200226.083,7.602,7.597,8.268,8.127,7.549,7.970,9.221,11.703,45200227.410,8.929,8.924,9.294,9.453,8.876,9.297,9.152,0.543,3.026,inf,0.251,0.247,0.917,0.776,0.198,0.620,0.507,2.990,inf,0.215,0.211,0.881,0.740,0.163,0.584
10.876,0.655,0.766,-10.603,0.082,-1.560,-0.393,0.592,-1.000,-2.056,8.547,7.336,10.002,20925878.164,7.456,7.439,7.721,7.362,7.088,7.677,9.666,12.332,20925880.493,9.786,9.769,9.749,9.691,9.418,10.006,9.390,0.019,2.685,inf,0.139,0.122,0.403,0.045,-0.229,0.360,-0.017,2.650,inf,0.103,0.086,0.368,0.009,-0.265,0.324
9.004,0.658,0.422,-8.854,0.028,0.070,-0.191,0.428,1.000,-1.492,7.362,7.745,11.142,132376776.055,8.441,7.884,7.553,6.867,7.511,7.985,9.387,12.785,132376777.697,10.083,9.526,8.894,8.510,9.153,9.627,8.209,-0.013,3.384,inf,0.683,0.126,-0.205,-0.891,-0.247,0.227,-0.049,3.349,inf,0.647,0.090,-0.241,-0.926,-0.283,0.191
9.687,0.247,0.324,-9.148,-0.215,0.146,0.000,0.634,1.000,-0.908,8.240,8.168,11.271,267800502.257,8.537,8.300,7.944,7.682,7.843,8.285,9.615,12.717,267800503.704,9.984,9.747,9.089,9.129,9.290,9.732,8.828,0.756,3.858,inf,1.125,0.888,0.531,0.270,0.431,0.873,0.720,3.823,inf,1.089,0.852,0.495,0.234,0.395,0.837
10.083,0.950,0.813,-8.801,0.252,0.191,0.366,0.165,1.000,-1.142,7.659,7.999,11.333,308448872.536,8.837,8.234,7.760,7.603,7.882,8.486,10.422,13.757,308448874.959,11.261,10.658,9.883,10.027,10.306,10.910,9.726,0.511,3.846,inf,1.350,0.747,0.273,0.115,0.394,0.999,0.475,3.810,inf,1.314,0.711,0.237,0.080,0.358,0.963
9.553,1.296,0.184,-8.680,-0.252,0.098,-0.301,0.604,1.000,-0.294,8.386,8.613,11.794,708002943.017,9.008,8.651,8.399,8.258,8.260,8.655,9.780,12.960,708002944.184,10.174,9.817,9.264,9.424,9.426,9.821,9.123,0.880,4.061,inf,1.275,0.918,0.666,0.525,0.527,0.922,0.844,4.025,inf,1.239,0.882,0.630,0.489,0.491,0.886
10.410,0.646,0.673,-9.585,0.062,-0.572,0.322,0.214,0.000,-1.320,8.265,7.870,10.858,122940504.909,8.287,8.131,7.900,7.699,7.726,8.284,10.015,13.003,122940507.054,10.432,10.276,9.744,9.844,9.871,10.429,9.543,0.501,3.490,inf,0.919,0.763,0.532,0.331,0.358,0.915,0.466,3.454,inf,0.883,0.727,0.496,0.295,0.322,0.880
9.272,1.547,0.042,-8.430,-0.342,0.132,-0.398,0.546,1.000,-0.041,8.389,8.796,12.037,1088389746.679,9.188,8.757,8.567,8.294,8.443,8.790,9.679,12.920,1088389747.562,10.071,9.639,9.149,9.177,9.326,9.673,8.876,0.885,4.126,inf,1.277,0.846,0.656,0.383,0.532,0.879,0.849,4.090,inf,1.241,0.810,0.620,0.348,0.496,0.843
10.188,1.719,0.316,-8.677,-0.178,0.119,0.152,0.693,1.000,0.080,8.756,8.884,11.971,1508242898.895,9.262,8.950,8.658,8.798,8.489,8.928,10.315,13.402,1508242900.326,10.693,10.381,9.788,10.229,9.920,10.359,9.928,1.295,4.383,inf,1.674,1.362,1.070,1.210,0.901,1.339,1.260,4.347,inf,1.638,1.326,1.034,1.174,0.865,1.304
9.631,1.004,0.345,-9.163,-0.102,-0.371,0.034,0.760,1.000,-1.020,8.143,8.087,11.210,185934950.291,8.483,8.231,8.044,7.759,7.742,8.191,9.575,12.698,185934951.779,9.972,9.720,9.231,9.247,9.231,9.679,8.946,0.453,3.576,inf,0.850,0.598,0.410,0.125,0.108,0.557,0.417,3.540,inf,0.814,0.562,0.374,0.089,0.073,0.521
9.529,2.483,0.252,-8.409,-0.076,0.159,-0.240,0.495,1.000,-0.181,8.228,8.695,11.982,1058741639.727,9.234,8.710,8.458,8.293,8.364,8.781,9.996,13.284,1058741641.028,10.535,10.011,9.458,9.595,9.665,10.082,9.294,0.728,4.015,inf,1.266,0.743,0.491,0.326,0.397,0.814,0.692,3.979,inf,1.230,0.707,0.455,0.290,0.361,0.778
9.384,0.763,0.483,-8.589,0.030,0.359,-0.199,0.868,1.000,-0.969,7.620,8.124,11.521,353046982.212,8.865,8.231,7.825,7.458,7.757,8.252,9.888,13.285,353046983.976,10.629,9.994,9.288,9.221,9.521,10.015,8.920,0.472,3.869,inf,1.213,0.578,0.173,-0.195,0.105,0.599,0.436,3.833,inf,1.177,0.542,0.137,-0.230,0.069,0.563
9.391,0.278,0.276,-9.464,-0.206,-0.173,-0.046,0.384,1.000,-1.423,8.041,7.795,10.870,98070870.279,8.097,7.932,7.687,7.239,7.573,7.998,9.145,12.220,98070871.629,9.447,9.282,8.736,8.589,8.923,9.348,8.288,0.307,3.382,inf,0.609,0.444,0.199,-0.249,0.084,0.510,0.271,3.346,inf,0.573,0.408,0.163,-0.285,0.048,0.474
10.585,1.902,0.617,-8.488,0.075,0.409,0.279,0.715,1.000,0.064,8.552,8.873,12.058,2292641789.980,9.500,9.003,8.546,8.748,8.474,9.013,10.906,14.091,2292641792.014,11.533,11.036,10.278,10.781,10.507,11.047,10.480,1.376,4.561,inf,2.003,1.506,1.049,1.251,0.977,1.516,1.340,4.525,inf,1.967,1.470,1.013,1.215,0.941,1.480
9.004,1.409,0.459,-8.863,0.098,-0.187,-0.517,0.387,1.000,-1.576,7.288,7.684,11.098,101098886.494,8.413,7.834,7.583,6.866,7.470,7.956,9.401,12.815,101098888.210,10.129,9.551,8.998,8.583,9.186,9.673,8.282,-0.319,3.095,inf,0.409,-0.169,-0.421,-1.137,-0.534,-0.047,-0.355,3.059,inf,0.373,-0.205,-0.457,-1.173,-0.570,-0.083
9.456,0.712,0.167,-10.354,-0.297,-1.401,-0.155,0.540,-1.000,-2.030,8.324,7.355,10.139,14179067.107,7.294,7.275,7.683,7.151,7.119,7.508,8.488,11.272,14179068.240,8.427,8.407,8.515,8.283,8.251,8.640,7.982,-0.257,2.527,inf,-0.318,-0.337,0.071,-0.461,-0.494,-0.105,-0.293,2.491,inf,-0.354,-0.373,0.035,-0.497,-0.529,-0.140
9.283,2.275,0.379,-8.613,0.086,-0.122,-0.398,0.178,1.000,-0.885,7.728,8.185,11.548,328475481.714,8.843,8.269,8.053,7.599,8.042,8.502,9.740,13.104,328475483.269,10.398,9.824,9.307,9.154,9.597,10.057,8.853,0.129,3.493,inf,0.787,0.214,-0.002,-0.456,-0.013,0.446,0.094,3.457,inf,0.752,0.178,-0.038,-0.492,-0.049,0.411
9.787,1.473,0.580,-8.807,0.111,0.014,-0.296,0.713,1.000,-0.977,7.830,8.118,11.408,311873083.688,8.800,8.293,7.940,7.752,7.780,8.307,10.075,13.366,311873085.645,10.758,10.250,9.596,9.710,9.738,10.264,9.409,0.436,3.726,inf,1.118,0.611,0.258,0.070,0.098,0.624,0.400,3.690,inf,1.082,0.575,0.222,0.034,0.062,0.589
9.580,0.545,0.371,-9.062,-0.111,-0.101,-0.046,0.840,1.000,-1.023,8.039,8.085,11.259,218035903.263,8.546,8.233,7.947,7.614,7.726,8.183,9.626,12.800,218035904.804,10.087,9.774,9.187,9.155,9.267,9.724,8.854,0.560,3.734,inf,1.021,0.709,0.423,0.089,0.201,0.658,0.524,3.699,inf,0.985,0.673,0.387,0.053,0.165,0.622
9.428,2.306,0.098,-8.787,-0.216,-0.251,-1.000,0.350,1.000,-0.352,8.435,8.571,11.712,534585384.013,8.882,8.592,8.479,8.234,8.300,8.666,9.564,12.706,534585385.006,9.875,9.585,9.171,9.227,9.293,9.659,8.926,0.583,3.724,inf,0.894,0.604,0.491,0.246,0.312,0.678,0.547,3.689,inf,0.858,0.568,0.455,0.210,0.276,0.642
9.146,1.573,0.443,-8.670,0.074,-0.140,-0.523,0.360,1.000,-1.208,7.463,7.951,11.368,203061200.515,8.685,8.061,7.829,7.226,7.725,8.206,9.635,13.052,203061202.198,10.369,9.745,9.212,8.909,9.409,9.890,8.608,-0.026,3.391,inf,0.708,0.084,-0.147,-0.751,-0.251,0.230,-0.062,3.356,inf,0.673,0.049,-0.183,-0.787,-0.287,0.194
9.736,2.454,0.580,-8.605,0.223,0.027,-0.097,0.279,1.000,-0.828,7.777,8.226,11.580,447824759.970,8.976,8.363,8.042,7.835,8.016,8.542,10.185,13.538,447824761.928,10.935,10.322,9.700,9.794,9.974,10.501,9.493,0.359,3.712,inf,1.109,0.496,0.175,-0.032,0.148,0.675,0.323,3.676,inf,1.073,0.460,0.139,-0.068,0.112,0.639
10.061,1.379,-0.169,-10.359,-0.674,-1.488,-0.393,0.906,-1.000,-0.760,9.600,8.276,10.735,77659532.624,7.759,7.756,8.621,8.604,7.891,8.168,8.737,11.196,77659533.086,8.220,8.217,8.781,9.065,8.352,8.629,8.764,0.702,3.161,inf,0.186,0.182,1.048,1.031,0.317,0.594,0.666,3.125,inf,0.150,0.147,1.012,0.995,0.281,0.559
9.810,0.711,0.118,-10.334,-0.401,-1.359,-0.301,0.550,-1.000,-1.557,8.777,7.698,10.372,29137607.341,7.516,7.504,8.006,7.698,7.431,7.804,8.731,11.405,29137608.374,8.549,8.538,8.739,8.732,8.465,8.837,8.431,0.191,2.865,inf,0.009,-0.002,0.500,0.192,-0.076,0.297,0.155,2.829,inf,-0.027,-0.038,0.464,0.156,-0.111,0.261
10.143,1.672,0.167,-9.022,-0.323,-0.238,0.235,0.510,1.000,-0.011,9.012,8.818,11.756,891605872.323,8.969,8.829,8.718,8.836,8.473,8.862,9.950,12.887,891605873.454,10.101,9.960,9.549,9.967,9.604,9.993,9.666,1.223,4.160,inf,1.374,1.234,1.123,1.240,0.877,1.266,1.187,4.124,inf,1.338,1.198,1.087,1.204,0.842,1.230
9.921,0.698,0.571,-8.902,0.035,0.080,0.146,0.544,1.000,-0.921,7.981,8.159,11.387,332796385.183,8.777,8.347,7.957,7.774,7.857,8.381,10.098,13.327,332796387.123,10.716,10.286,9.596,9.714,9.796,10.320,9.413,0.684,3.912,inf,1.301,0.871,0.482,0.299,0.382,0.905,0.648,3.876,inf,1.266,0.836,0.446,0.263,0.346,0.869
9.401,0.416,-0.072,-10.101,-0.556,-0.810,-0.150,0.622,-1.000,-1.353,8.747,7.845,10.584,45152162.229,7.639,7.623,7.960,7.597,7.549,7.858,8.499,11.238,45152162.883,8.293,8.277,8.313,8.251,8.203,8.512,7.950,0.312,3.050,inf,0.106,0.089,0.426,0.063,0.015,0.325,0.276,3.014,inf,0.070,0.054,0.390,0.027,-0.020,0.289
9.389,1.782,0.289,-8.638,-0.109,-0.046,-0.155,0.844,1.000,-0.625,8.013,8.373,11.659,459470228.089,8.916,8.439,8.212,7.886,7.991,8.420,9.750,13.035,459470229.466,10.292,9.815,9.288,9.263,9.367,9.797,8.962,0.464,3.750,inf,1.007,0.530,0.303,-0.023,0.082,0.511,0.428,3.714,inf,0.971,0.494,0.267,-0.058,0.046,0.475
10.615,1.982,0.778,-8.349,0.231,0.556,0.204,0.609,1.000,-0.087,8.261,8.763,12.056,2295877697.741,9.573,8.907,8.386,8.555,8.396,8.989,11.116,14.410,2295877700.094,11.927,11.260,10.438,10.909,10.750,11.342,10.608,1.265,4.558,inf,2.075,1.409,0.888,1.057,0.898,1.491,1.229,4.522,inf,2.039,1.373,0.852,1.021,0.862,1.455
10.090,0.976,0.423,-8.639,-0.139,0.354,0.041,0.892,1.000,-0.193,8.445,8.686,11.861,1111079206.549,9.198,8.786,8.381,8.438,8.270,8.745,10.331,13.506,1111079208.193,10.843,10.431,9.724,10.083,9.915,10.389,9.782,1.195,4.370,inf,1.707,1.295,0.890,0.947,0.779,1.254,1.159,4.335,inf,1.671,1.260,0.854,0.911,0.743,1.218
10.465,2.470,-0.224,-9.848,-0.683,-0.990,-0.699,0.872,0.000,0.266,10.115,9.019,11.473,563327433.186,8.500,8.494,9.179,9.473,8.580,8.839,9.370,11.824,563327433.537,8.850,8.845,9.229,9.824,8.931,9.190,9.523,1.427,3.881,inf,0.908,0.903,1.588,1.881,0.988,1.247,1.391,3.845,inf,0.872,0.867,1.552,1.845,0.952,1.211
9.179,1.253,0.558,-8.470,0.172,0.239,-0.231,0.868,1.000,-1.205,7.266,7.953,11.469,266045292.758,8.844,8.049,7.699,7.153,7.600,8.119,9.867,13.383,266045294.671,10.757,9.963,9.311,9.067,9.513,10.033,8.766,0.075,3.592,inf,0.966,0.171,-0.179,-0.725,-0.278,0.241,0.039,3.556,inf,0.930,0.135,-0.215,-0.761,-0.314,0.205
9.314,0.968,0.386,-8.875,-0.056,0.069,-0.222,0.591,1.000,-1.131,7.744,8.006,11.302,198306020.804,8.592,8.139,7.811,7.412,7.705,8.167,9.576,12.871,198306022.374,10.162,9.709,9.080,8.982,9.275,9.737,8.681,0.266,3.562,inf,0.852,0.399,0.071,-0.328,-0.035,0.427,0.231,3.526,inf,0.817,0.364,0.035,-0.364,-0.071,0.391
9.601,2.273,0.003,-8.805,-0.335,-0.215,-0.092,0.455,1.000,-0.008,8.797,8.820,11.865,852186241.004,8.997,8.791,8.713,8.635,8.491,8.826,9.624,12.669,852186241.807,9.801,9.595,9.215,9.438,9.295,9.629,9.137,0.919,3.965,inf,1.096,0.890,0.812,0.734,0.590,0.925,0.884,3.929,inf,1.061,0.854,0.776,0.698,0.555,0.889
10.057,2.309,0.488,-8.569,0.086,0.162,-0.097,0.618,1.000,-0.287,8.282,8.618,11.852,1036235504.560,9.219,8.726,8.381,8.414,8.261,8.757,10.393,13.627,1036235506.335,10.993,10.501,9.855,10.189,10.036,10.532,9.888,0.902,4.136,inf,1.503,1.011,0.665,0.698,0.545,1.041,0.866,4.100,inf,1.467,0.975,0.629,0.662,0.509,1.005
9.646,1.220,0.602,-8.356,0.153,0.439,0.079,0.294,1.000,-0.712,7.644,8.310,11.759,667767082.079,9.170,8.400,7.980,7.768,8.085,8.619,10.313,13.761,667767084.082,11.173,10.403,9.682,9.771,10.088,10.622,9.470,0.630,4.078,inf,1.490,0.720,0.300,0.088,0.405,0.939,0.594,4.043,inf,1.454,0.684,0.264,0.052,0.369,0.903
9.486,1.249,-0.183,-10.304,-0.610,-1.539,-0.339,0.779,-1.000,-1.250,9.054,7.920,10.531,35215587.078,7.534,7.528,8.288,7.946,7.585,7.858,8.352,10.963,35215587.510,7.966,7.960,8.419,8.378,8.017,8.290,8.077,0.172,2.783,inf,-0.214,-0.220,0.541,0.199,-0.162,0.110,0.137,2.748,inf,-0.250,-0.256,0.505,0.163,-0.198,0.074
9.759,1.296,0.388,-9.311,-0.076,-0.495,-0.085,0.496,0.000,-1.126,8.185,8.010,11.086,145765263.599,8.378,8.174,8.012,7.784,7.734,8.196,9.584,12.660,145765265.172,9.952,9.748,9.285,9.358,9.307,9.770,9.057,0.354,3.430,inf,0.722,0.517,0.355,0.127,0.077,0.540,0.318,3.394,inf,0.686,0.482,0.320,0.091,0.041,0.504
9.422,0.631,0.334,-9.953,-0.125,-1.003,-0.009,0.388,-1.000,-1.997,7.956,7.379,10.355,23484398.252,7.594,7.516,7.567,7.000,7.188,7.633,8.844,11.820,23484399.717,9.059,8.981,8.732,8.466,8.654,9.098,8.165,-0.220,2.756,inf,-0.004,-0.083,-0.031,-0.598,-0.410,0.034,-0.255,2.720,inf,-0.040,-0.118,-0.067,-0.634,-0.446,-0.001
10.350,2.189,0.506,-9.116,0.063,-0.293,0.041,0.679,1.000,-0.577,8.539,8.408,11.442,465738296.219,8.809,8.581,8.334,8.390,8.054,8.556,10.219,13.253,465738298.030,10.620,10.392,9.843,10.201,9.865,10.367,9.900,0.810,3.844,inf,1.211,0.983,0.735,0.792,0.456,0.958,0.774,3.808,inf,1.176,0.947,0.700,0.757,0.420,0.923
10.444,1.969,-0.019,-8.893,-0.545,-0.032,0.152,0.838,1.000,0.792,9.685,9.400,12.198,3070011502.760,9.342,9.261,9.220,9.585,8.936,9.263,10.159,12.958,3070011503.519,10.102,10.020,9.678,10.344,9.696,10.022,10.043,1.856,4.655,inf,1.799,1.717,1.676,2.041,1.393,1.719,1.820,4.619,inf,1.763,1.682,1.640,2.005,1.357,1.684
9.262,1.638,0.606,-8.624,0.223,-0.064,-0.265,0.664,1.000,-1.372,7.252,7.832,11.314,186480521.155,8.707,7.972,7.685,7.115,7.527,8.063,9.842,13.324,186480523.166,10.718,9.983,9.395,9.126,9.538,10.073,8.825,-0.105,3.377,inf,0.771,0.036,-0.251,-0.821,-0.409,0.126,-0.141,3.341,inf,0.735,-0.000,-0.287,-0.857,-0.445,0.090
10.037,1.576,0.822,-8.707,0.345,0.051,-0.046,0.936,1.000,-1.111,7.595,8.021,11.395,341710006.515,8.905,8.240,7.831,7.657,7.651,8.259,10.463,13.837,341710008.957,11.347,10.682,9.972,10.099,10.093,10.701,9.798,0.406,3.781,inf,1.290,0.625,0.217,0.043,0.037,0.644,0.371,3.745,inf,1.254,0.589,0.181,0.007,0.001,0.608
9.994,2.034,0.533,-8.641,0.140,0.072,-0.046,0.727,1.000,-0.511,8.130,8.456,11.711,714562776.308,9.093,8.589,8.253,8.213,8.088,8.599,10.320,13.575,714562778.173,10.958,10.453,9.816,10.077,9.952,10.464,9.776,0.754,4.010,inf,1.392,0.888,0.551,0.512,0.387,0.898,0.719,3.974,inf,1.356,0.852,0.516,0.476,0.351,0.862
9.918,0.766,0.429,-9.673,-0.107,-0.691,0.257,0.349,0.000,-1.411,8.262,7.804,10.771,77294473.413,8.075,7.966,7.877,7.620,7.595,8.071,9.459,12.427,77294475.069,9.731,9.622,9.232,9.275,9.250,9.726,8.974,0.312,3.280,inf,0.584,0.475,0.386,0.128,0.103,0.579,0.276,3.244,inf,0.548,0.439,0.350,0.093,0.067,0.543
9.883,2.257,0.100,-8.808,-0.277,-0.130,-0.155,0.558,1.000,0.077,8.884,8.882,11.904,1089419448.055,9.087,8.880,8.743,8.805,8.518,8.885,9.880,12.902,1089419449.053,10.085,9.878,9.440,9.803,9.516,9.883,9.502,1.105,4.127,inf,1.310,1.103,0.966,1.028,0.741,1.108,1.069,4.091,inf,1.274,1.067,0.930,0.992,0.705,1.072
9.418,1.707,0.032,-8.225,-0.369,0.375,0.041,0.594,1.000,0.331,8.555,9.066,12.315,2259131832.962,9.472,8.989,8.748,8.639,8.679,9.023,9.929,13.178,2259131833.825,10.335,9.852,9.310,9.502,9.541,9.886,9.201,1.185,4.435,inf,1.592,1.108,0.868,0.759,0.798,1.142,1.150,4.399,inf,1.556,1.073,0.832,0.723,0.762,1.107
