lmstar,z_best,lsma,lssfr,dlsma,dlssfr,lAv,b2a,ssfr_flag,lsigsfr,sigstar,lSIGgas_KS,lSIGgas_eKS,lSIGgas_dyn_TF,lSIGgas_dyn_GMs,lSIGgas_dyn_GMtot,lSIGgas_re,lSIGmol_T18,lSIGmol_mff,lSIGmol_mff_varyH,lmgas_KS,lmgas_eKS,lmgas_dyn_TF,lmgas_dyn_GMs,lmgas_dyn_GMtot,lmgas_re,lmmol_T18,lmmol_mff,lmmol_mff_varyH,lmmol_re,lAvtot_KS,lAvtot_eKS,lAvtot_dyn_TF,lAvtot_dyn_GMs,lAvtot_dyn_GMtot,lAvtot_re,lAvmol_T18,lAvmol_mff,lAvmol_mff_varyH,ltautot_KS,ltautot_eKS,ltautot_dyn_TF,ltautot_dyn_GMs,ltautot_dyn_GMtot,ltautot_re,ltaumol_T18,ltaumol_mff,ltaumol_mff_varyH
9.320,0.733,0.358,-8.754,-0.084,0.190,0.000,0.299,1.000,-0.948,7.806,8.139,11.448,293763465.754,8.730,8.244,7.899,7.508,7.925,8.378,9.653,12.963,293763467.269,10.245,9.758,9.112,9.022,9.440,9.892,8.721,0.473,3.783,inf,1.065,0.578,0.234,-0.157,0.260,0.713,0.438,3.747,inf,1.029,0.542,0.198,-0.193,0.224,0.677
10.193,1.896,0.481,-8.911,-0.015,-0.114,0.041,0.771,1.000,-0.477,8.434,8.480,11.591,607237946.000,8.949,8.633,8.342,8.371,8.102,8.596,10.240,13.351,607237947.760,10.708,10.393,9.800,10.131,9.862,10.355,9.830,0.868,3.980,inf,1.337,1.021,0.730,0.759,0.490,0.984,0.832,3.944,inf,1.301,0.986,0.694,0.724,0.454,0.948
9.897,1.720,0.601,-8.552,0.142,0.170,0.129,0.312,1.000,-0.656,7.896,8.351,11.687,637819674.385,9.099,8.484,8.115,8.001,8.114,8.648,10.351,13.688,637819676.386,11.100,10.485,9.815,10.002,10.115,10.649,9.701,0.663,3.999,inf,1.412,0.797,0.427,0.313,0.426,0.960,0.627,3.963,inf,1.376,0.761,0.391,0.277,0.390,0.924
9.322,0.969,0.375,-8.208,-0.068,0.737,-0.046,0.593,1.000,-0.433,7.775,8.512,11.964,958510209.567,9.270,8.515,8.076,7.819,8.170,8.628,10.060,13.512,958510211.114,10.817,10.063,9.322,9.366,9.717,10.175,9.065,0.775,4.227,inf,1.533,0.778,0.339,0.081,0.433,0.891,0.739,4.191,inf,1.497,0.742,0.303,0.046,0.397,0.855
9.593,0.967,0.654,-8.628,0.169,0.333,-0.097,0.333,1.000,-1.141,7.487,7.999,11.420,295076401.880,8.845,8.157,7.711,7.419,7.781,8.332,10.105,13.527,295076403.986,10.951,10.263,9.516,9.525,9.887,10.439,9.224,0.362,3.783,inf,1.207,0.519,0.074,-0.219,0.144,0.695,0.326,3.747,inf,1.172,0.483,0.038,-0.254,0.108,0.659
10.862,0.670,0.647,-9.814,-0.035,-0.773,0.000,0.706,0.000,-1.044,8.770,8.070,10.873,164922426.013,8.297,8.234,8.168,8.020,7.737,8.286,10.161,12.964,164922428.105,10.388,10.325,9.958,10.111,9.828,10.377,9.810,0.751,3.554,inf,0.978,0.915,0.849,0.701,0.418,0.967,0.715,3.518,inf,0.942,0.879,0.813,0.665,0.382,0.931
9.975,1.110,0.482,-8.735,-0.012,0.121,0.176,0.570,1.000,-0.521,8.213,8.448,11.659,639016068.139,9.016,8.583,8.228,8.169,8.116,8.610,10.210,13.421,639016069.902,10.778,10.345,9.689,9.931,9.879,10.373,9.630,0.899,4.110,inf,1.467,1.034,0.679,0.620,0.568,1.062,0.864,4.074,inf,1.431,0.998,0.644,0.585,0.532,1.026
10.422,1.697,0.051,-10.664,-0.472,-1.808,-0.995,0.349,-1.000,-1.142,9.522,7.999,10.402,42702997.601,7.525,7.523,8.460,8.427,7.774,8.124,8.898,11.302,42702998.501,8.425,8.423,9.059,9.327,8.674,9.024,9.026,0.482,2.886,inf,0.009,0.007,0.944,0.911,0.258,0.608,0.446,2.850,inf,-0.027,-0.029,0.908,0.875,0.222,0.572
9.193,1.676,0.502,-8.898,0.128,-0.356,-0.523,0.417,1.000,-1.508,7.390,7.734,11.113,112468722.176,8.451,7.903,7.690,7.058,7.504,8.005,9.536,12.916,112468723.979,10.254,9.705,9.192,8.861,9.307,9.808,8.560,-0.245,3.134,inf,0.472,-0.076,-0.288,-0.920,-0.474,0.026,-0.281,3.099,inf,0.437,-0.112,-0.324,-0.956,-0.510,-0.009
9.049,1.090,0.739,-8.831,0.371,-0.146,-0.694,0.417,1.000,-2.058,6.773,7.334,10.887,63491604.797,8.327,7.544,7.224,6.407,7.137,7.717,9.611,13.163,63491607.073,10.604,9.820,9.199,8.683,9.414,9.993,8.382,-0.554,2.998,inf,0.439,-0.344,-0.665,-1.482,-0.751,-0.172,-0.590,2.963,inf,0.403,-0.380,-0.701,-1.517,-0.787,-0.207
9.423,1.681,0.486,-8.514,0.084,0.087,-0.301,0.873,1.000,-0.860,7.654,8.203,11.610,412585433.697,8.959,8.296,7.998,7.631,7.829,8.324,9.972,13.380,412585435.467,10.728,10.065,9.467,9.400,9.599,10.094,9.099,0.330,3.738,inf,1.086,0.423,0.125,-0.242,-0.043,0.452,0.294,3.702,inf,1.050,0.387,0.090,-0.278,-0.079,0.416
9.504,1.625,0.087,-8.756,-0.325,-0.134,-0.216,0.610,1.000,-0.224,8.531,8.664,11.789,677511750.995,8.956,8.675,8.530,8.352,8.305,8.667,9.636,12.761,677511751.967,9.929,9.647,9.201,9.324,9.277,9.640,9.023,0.838,3.963,inf,1.131,0.849,0.704,0.527,0.479,0.842,0.802,3.927,inf,1.095,0.813,0.668,0.491,0.444,0.806
9.553,1.973,0.571,-8.526,0.154,0.108,-0.097,0.476,1.000,-0.915,7.612,8.163,11.578,405186635.671,8.968,8.280,7.952,7.644,7.881,8.404,10.104,13.519,405186637.612,10.909,10.221,9.592,9.585,9.822,10.345,9.284,0.291,3.706,inf,1.096,0.409,0.080,-0.228,0.009,0.532,0.256,3.670,inf,1.060,0.373,0.044,-0.263,-0.027,0.497
9.562,0.783,0.330,-8.504,-0.150,0.456,0.238,0.611,1.000,-0.400,8.104,8.536,11.832,805064370.005,9.116,8.590,8.198,8.031,8.188,8.631,9.995,13.290,805064371.464,10.575,10.048,9.355,9.490,9.646,10.089,9.189,0.938,4.233,inf,1.518,0.991,0.599,0.433,0.589,1.032,0.902,4.198,inf,1.482,0.955,0.563,0.397,0.553,0.997
9.959,0.709,0.653,-8.944,0.111,0.040,0.328,0.201,1.000,-1.089,7.855,8.037,11.287,265696821.917,8.712,8.255,7.851,7.642,7.889,8.440,10.141,13.391,265696824.020,10.816,10.359,9.653,9.746,9.992,10.543,9.445,0.568,3.819,inf,1.244,0.787,0.382,0.173,0.420,0.971,0.533,3.783,inf,1.208,0.751,0.346,0.138,0.384,0.935
10.479,2.141,0.356,-9.239,-0.105,-0.376,0.079,0.648,1.000,-0.271,8.968,8.630,11.525,617380848.825,8.826,8.708,8.581,8.731,8.265,8.717,10.140,13.035,617380850.336,10.336,10.219,9.791,10.242,9.775,10.228,9.941,1.076,3.972,inf,1.273,1.155,1.028,1.178,0.712,1.164,1.041,3.936,inf,1.237,1.119,0.992,1.143,0.676,1.128
10.305,1.016,-0.260,-9.833,-0.798,-0.917,-0.222,0.937,-1.000,0.194,10.027,8.966,11.446,490857710.630,8.453,8.447,9.102,9.293,8.521,8.768,9.245,11.725,490857710.908,8.732,8.726,9.080,9.571,8.800,9.047,9.270,1.520,4.000,inf,1.007,1.001,1.656,1.846,1.075,1.322,1.484,3.964,inf,0.971,0.965,1.620,1.811,1.039,1.286
9.410,1.352,0.392,-8.609,-0.024,0.143,-0.398,0.758,1.000,-0.781,7.827,8.260,11.600,407807861.483,8.904,8.348,8.035,7.718,7.902,8.366,9.843,13.182,407807863.066,10.486,9.931,9.316,9.301,9.485,9.949,9.000,0.456,3.796,inf,1.100,0.544,0.231,-0.085,0.098,0.562,0.420,3.760,inf,1.064,0.509,0.195,-0.121,0.062,0.526
9.718,0.545,0.557,-8.726,0.053,0.243,0.000,0.392,1.000,-0.921,7.805,8.158,11.475,380682990.914,8.857,8.313,7.900,7.623,7.904,8.423,10.071,13.388,380682992.827,10.770,10.226,9.512,9.536,9.817,10.336,9.234,0.670,3.987,inf,1.369,0.825,0.412,0.135,0.416,0.935,0.635,3.951,inf,1.334,0.789,0.376,0.099,0.380,0.899
9.301,1.719,0.026,-8.789,-0.362,-0.219,-0.147,0.789,1.000,-0.337,8.452,8.582,11.718,515701465.750,8.852,8.579,8.479,8.172,8.192,8.534,9.431,12.568,515701466.599,9.701,9.428,9.027,9.021,9.041,9.383,8.720,0.645,3.782,inf,0.916,0.643,0.542,0.235,0.256,0.597,0.609,3.746,inf,0.880,0.607,0.506,0.199,0.220,0.562
9.744,1.958,0.581,-8.544,0.139,0.138,0.114,0.427,1.000,-0.759,7.785,8.276,11.642,524991839.817,9.041,8.401,8.052,7.865,8.000,8.527,10.235,13.601,524991841.776,11.000,10.361,9.710,9.824,9.959,10.486,9.523,0.489,3.855,inf,1.254,0.614,0.265,0.078,0.213,0.739,0.453,3.819,inf,1.218,0.578,0.229,0.042,0.177,0.704
9.526,1.773,0.137,-9.066,-0.278,-0.439,-0.167,0.553,1.000,-0.612,8.455,8.383,11.451,305616111.233,8.632,8.433,8.360,8.120,8.061,8.440,9.455,12.523,305616112.304,9.704,9.504,9.130,9.191,9.132,9.511,8.890,0.537,3.605,inf,0.786,0.587,0.514,0.274,0.215,0.594,0.501,3.569,inf,0.751,0.551,0.478,0.238,0.179,0.558
9.223,1.725,0.005,-8.591,-0.373,-0.041,-0.142,0.459,1.000,-0.176,8.415,8.698,11.893,750435280.248,9.021,8.670,8.531,8.209,8.378,8.713,9.506,12.701,750435281.056,9.829,9.478,9.038,9.017,9.186,9.521,8.716,0.723,3.918,inf,1.046,0.695,0.556,0.234,0.402,0.737,0.687,3.882,inf,1.010,0.659,0.520,0.198,0.367,0.702
10.179,0.833,-0.136,-10.467,-0.712,-1.468,-0.162,0.807,-1.000,-0.813,9.654,8.237,10.656,70021381.310,7.695,7.692,8.576,8.538,7.872,8.160,8.762,11.181,70021381.835,8.220,8.217,8.800,9.064,8.397,8.685,8.763,0.794,3.213,inf,0.252,0.249,1.133,1.096,0.429,0.717,0.758,3.177,inf,0.216,0.214,1.098,1.060,0.393,0.681
9.061,0.950,0.545,-9.048,0.143,-0.120,-0.313,0.234,1.000,-1.877,7.172,7.466,10.864,62694602.768,8.213,7.673,7.345,6.650,7.342,7.857,9.355,12.753,62694604.657,10.102,9.562,8.933,8.539,9.231,9.746,8.238,-0.372,3.025,inf,0.374,-0.165,-0.494,-1.189,-0.496,0.019,-0.408,2.990,inf,0.339,-0.201,-0.530,-1.225,-0.532,-0.017
9.621,1.223,0.445,-8.794,-0.000,-0.004,-0.046,0.384,1.000,-0.861,7.933,8.202,11.469,335164522.034,8.797,8.337,8.029,7.786,7.947,8.429,9.890,13.157,335164523.722,10.485,10.025,9.416,9.474,9.635,10.117,9.173,0.512,3.779,inf,1.107,0.647,0.339,0.096,0.257,0.738,0.476,3.743,inf,1.071,0.611,0.303,0.060,0.221,0.703
9.310,0.639,0.406,-10.091,-0.035,-1.148,-0.398,0.807,-1.000,-2.392,7.700,7.093,10.100,12232785.795,7.364,7.282,7.336,6.638,6.819,7.288,8.703,11.710,12232787.405,8.974,8.892,8.645,8.248,8.429,8.898,7.947,-0.545,2.462,inf,-0.274,-0.356,-0.302,-1.000,-0.819,-0.350,-0.581,2.426,inf,-0.310,-0.392,-0.338,-1.036,-0.855,-0.386
9.633,0.549,0.055,-10.213,-0.437,-1.249,-0.155,0.652,-1.000,-1.487,8.726,7.749,10.466,34667113.649,7.580,7.565,8.018,7.633,7.454,7.805,8.656,11.373,34667114.556,8.488,8.473,8.624,8.541,8.361,8.713,8.240,0.238,2.955,inf,0.069,0.054,0.507,0.122,-0.057,0.294,0.202,2.919,inf,0.033,0.018,0.471,0.086,-0.093,0.258
9.909,2.435,0.610,-8.680,0.228,0.005,-0.246,0.312,1.000,-0.789,7.892,8.255,11.560,471880296.708,8.973,8.415,8.078,7.952,8.026,8.562,10.272,13.578,471880298.725,10.990,10.432,9.794,9.969,10.043,10.579,9.668,0.464,3.770,inf,1.182,0.624,0.287,0.161,0.235,0.771,0.428,3.734,inf,1.146,0.588,0.251,0.125,0.199,0.735
9.340,0.915,0.396,-10.216,-0.050,-1.270,-0.644,0.640,-1.000,-2.465,7.751,7.040,10.003,9290099.933,7.260,7.199,7.327,6.673,6.804,7.269,8.629,11.593,9290101.522,8.849,8.789,8.615,8.263,8.394,8.859,7.962,-0.674,2.289,inf,-0.454,-0.515,-0.387,-1.041,-0.910,-0.445,-0.710,2.253,inf,-0.490,-0.551,-0.423,-1.077,-0.946,-0.481
9.377,1.782,0.348,-8.386,-0.049,0.203,-0.130,0.567,1.000,-0.503,7.883,8.462,11.842,702442613.280,9.132,8.496,8.212,7.900,8.129,8.579,9.955,13.336,702442614.774,10.626,9.989,9.405,9.394,9.623,10.072,9.092,0.547,3.927,inf,1.217,0.581,0.298,-0.015,0.215,0.664,0.511,3.892,inf,1.182,0.545,0.262,-0.051,0.179,0.628
10.393,1.120,0.494,-9.565,-0.056,-0.633,0.427,0.408,0.000,-0.959,8.606,8.131,11.038,185256502.627,8.388,8.285,8.179,8.127,7.873,8.371,9.918,12.825,185256504.414,10.175,10.072,9.665,9.914,9.660,10.158,9.613,0.688,3.595,inf,0.945,0.842,0.736,0.684,0.430,0.928,0.652,3.559,inf,0.909,0.806,0.700,0.648,0.394,0.892
9.677,0.620,0.194,-10.204,-0.304,-1.238,-0.155,0.465,-1.000,-1.713,8.491,7.585,10.363,27021421.682,7.541,7.518,7.852,7.447,7.351,7.749,8.770,11.549,27021422.867,8.726,8.703,8.737,8.632,8.537,8.935,8.331,0.066,2.844,inf,0.022,-0.001,0.333,-0.072,-0.168,0.230,0.030,2.808,inf,-0.014,-0.037,0.297,-0.108,-0.204,0.194
9.669,2.471,-0.166,-8.729,-0.513,-0.118,-0.222,0.553,1.000,0.473,9.202,9.169,12.130,1674006503.711,9.192,9.044,9.022,9.083,8.784,9.062,9.636,12.597,1674006504.178,9.659,9.511,9.188,9.550,9.251,9.529,9.249,1.269,4.230,inf,1.292,1.144,1.122,1.183,0.884,1.162,1.233,4.194,inf,1.256,1.108,1.086,1.147,0.848,1.126
10.836,1.123,0.175,-10.296,-0.436,-1.282,-0.296,0.459,-1.000,-0.608,9.688,8.386,10.838,152707957.155,8.038,8.033,8.658,8.719,8.090,8.482,9.533,11.985,152707958.302,9.185,9.181,9.504,9.866,9.238,9.629,9.565,1.023,3.475,inf,0.676,0.671,1.295,1.357,0.728,1.120,0.988,3.440,inf,0.640,0.635,1.259,1.321,0.692,1.084
9.303,1.873,0.014,-8.470,-0.374,0.100,-0.107,0.516,1.000,0.007,8.477,8.831,12.040,1103467344.841,9.178,8.788,8.613,8.379,8.483,8.821,9.657,12.866,1103467345.668,10.004,9.614,9.138,9.205,9.309,9.647,8.904,0.863,4.072,inf,1.210,0.820,0.645,0.411,0.515,0.853,0.827,4.036,inf,1.174,0.784,0.609,0.375,0.479,0.817
10.320,0.471,0.413,-9.690,-0.248,-0.391,-0.155,0.842,1.000,-0.993,8.696,8.106,10.959,154009181.105,8.267,8.199,8.070,7.982,7.745,8.216,9.730,12.583,154009182.729,9.891,9.823,9.393,9.606,9.369,9.840,9.305,0.752,3.605,inf,0.913,0.844,0.715,0.628,0.391,0.862,0.716,3.569,inf,0.877,0.808,0.680,0.592,0.355,0.826
9.307,1.903,0.159,-8.529,-0.229,0.042,-0.092,0.404,1.000,-0.338,8.192,8.581,11.848,693417875.146,9.048,8.592,8.387,8.080,8.289,8.675,9.697,12.964,693417876.262,10.164,9.708,9.202,9.195,9.405,9.791,8.894,0.609,3.876,inf,1.076,0.619,0.415,0.107,0.317,0.703,0.573,3.840,inf,1.040,0.584,0.379,0.071,0.281,0.667
10.253,0.680,0.275,-9.194,-0.312,-0.191,0.205,0.658,1.000,-0.289,8.905,8.617,11.539,580944792.573,8.798,8.673,8.503,8.521,8.250,8.675,9.964,12.887,580944793.921,10.146,10.021,9.550,9.869,9.598,10.023,9.568,1.216,4.138,inf,1.398,1.273,1.103,1.121,0.850,1.275,1.181,4.103,inf,1.362,1.237,1.067,1.085,0.814,1.239
9.179,1.109,0.181,-8.998,-0.204,-0.289,-0.046,0.360,1.000,-0.979,8.019,8.117,11.312,190535315.485,8.504,8.200,8.045,7.555,7.878,8.271,9.276,12.472,190535316.645,9.664,9.360,8.904,8.715,9.038,9.431,8.414,0.280,3.475,inf,0.667,0.363,0.208,-0.282,0.041,0.434,0.244,3.439,inf,0.632,0.328,0.172,-0.317,0.005,0.399
10.140,1.249,-0.238,-9.714,-0.754,-0.828,-0.103,0.950,0.000,0.103,9.817,8.901,11.463,461166987.943,8.478,8.469,9.006,9.172,8.459,8.713,9.224,11.786,461166988.266,8.801,8.792,9.028,9.495,8.782,9.036,9.194,1.373,3.936,inf,0.951,0.941,1.479,1.644,0.931,1.186,1.337,3.900,inf,0.915,0.905,1.443,1.608,0.896,1.150
9.661,0.731,0.599,-9.130,0.104,-0.165,-0.222,0.701,1.000,-1.466,7.664,7.764,11.016,120620963.230,8.404,7.998,7.653,7.290,7.457,7.990,9.760,13.013,120620965.226,10.401,9.995,9.349,9.286,9.453,9.986,8.985,0.210,3.463,inf,0.850,0.444,0.100,-0.264,-0.097,0.436,0.174,3.427,inf,0.815,0.408,0.064,-0.300,-0.133,0.400
9.616,0.833,0.736,-8.761,0.248,0.202,0.085,0.291,1.000,-1.416,7.345,7.800,11.225,189089980.854,8.682,8.004,7.561,7.200,7.617,8.196,10.071,13.495,189089983.125,10.953,10.275,9.531,9.471,9.888,10.467,9.170,0.205,3.630,inf,1.087,0.409,-0.034,-0.395,0.023,0.601,0.169,3.594,inf,1.052,0.373,-0.070,-0.431,-0.013,0.565
10.517,1.120,0.460,-10.583,-0.108,-1.628,-0.040,0.500,0.000,-1.783,8.800,7.534,10.140,23769221.955,7.449,7.440,7.939,7.742,7.294,7.781,9.251,11.858,23769223.672,9.166,9.157,9.355,9.459,9.011,9.498,9.158,0.117,2.724,inf,0.032,0.023,0.522,0.325,-0.123,0.364,0.081,2.688,inf,-0.004,-0.013,0.486,0.289,-0.159,0.328
10.408,1.849,0.607,-9.944,0.086,-1.092,-inf,0.921,0.000,-1.548,8.396,7.705,10.571,60784904.632,7.961,7.893,7.919,7.778,7.363,7.899,9.717,12.584,60784906.644,9.973,9.905,9.631,9.791,9.375,9.911,9.490,0.165,3.032,inf,0.421,0.353,0.380,0.239,-0.176,0.359,0.129,2.996,inf,0.385,0.317,0.344,0.203,-0.212,0.323
9.709,1.739,0.592,-8.367,0.155,0.307,-0.155,0.845,1.000,-0.639,7.727,8.363,11.788,728967907.479,9.196,8.454,8.079,7.893,7.981,8.512,10.345,13.769,728967909.461,11.178,10.436,9.760,9.875,9.963,10.493,9.574,0.600,4.025,inf,1.433,0.691,0.316,0.130,0.218,0.749,0.564,3.989,inf,1.397,0.656,0.280,0.094,0.182,0.713
9.511,2.290,0.140,-8.708,-0.185,-0.146,-0.155,0.429,1.000,-0.275,8.433,8.627,11.788,667936348.886,8.981,8.653,8.497,8.311,8.322,8.702,9.705,12.866,667936349.964,10.059,9.731,9.274,9.389,9.400,9.780,9.088,0.681,3.842,inf,1.035,0.707,0.552,0.365,0.376,0.756,0.645,3.807,inf,0.999,0.671,0.516,0.329,0.340,0.720
10.140,1.746,0.566,-8.948,0.077,-0.164,0.005,0.360,1.000,-0.738,8.211,8.292,11.450,419560629.673,8.843,8.481,8.174,8.127,8.039,8.561,10.221,13.380,419560631.603,10.772,10.410,9.802,10.056,9.968,10.490,9.755,0.684,3.843,inf,1.235,0.873,0.566,0.519,0.431,0.953,0.648,3.807,inf,1.199,0.838,0.530,0.483,0.396,0.917
11.021,0.664,0.721,-10.921,0.015,-1.870,-0.995,0.764,-1.000,-2.140,8.781,7.275,9.804,14248154.652,7.233,7.227,7.769,7.378,6.995,7.569,9.516,12.044,14248156.892,9.473,9.467,9.708,9.619,9.235,9.809,9.318,-0.034,2.495,inf,-0.076,-0.082,0.460,0.070,-0.314,0.260,-0.069,2.459,inf,-0.112,-0.118,0.424,0.034,-0.350,0.224
10.822,1.716,0.083,-10.081,-0.489,-1.123,-0.147,0.944,-1.000,-0.223,9.858,8.665,11.127,300960543.407,8.292,8.287,8.877,9.062,8.243,8.604,9.629,12.091,300960544.371,9.256,9.250,9.540,10.026,9.207,9.568,9.725,1.242,3.704,inf,0.870,0.864,1.454,1.640,0.820,1.181,1.206,3.668,inf,0.834,0.828,1.418,1.604,0.784,1.145
9.861,0.215,0.677,-9.130,0.105,0.164,-0.092,0.566,1.000,-1.422,7.709,7.796,11.037,160747438.869,8.465,8.052,7.570,7.215,7.517,8.076,9.948,13.190,160747441.022,10.617,10.204,9.421,9.367,9.670,10.229,9.066,0.423,3.664,inf,1.092,0.679,0.197,-0.158,0.144,0.703,0.387,3.628,inf,1.056,0.643,0.161,-0.194,0.109,0.668
10.873,0.664,0.672,-9.965,-0.012,-0.923,0.000,0.617,0.000,-1.233,8.732,7.933,10.709,112268414.196,8.140,8.090,8.085,7.896,7.631,8.188,10.074,12.851,112268416.337,10.281,10.232,9.926,10.037,9.772,10.330,9.736,0.615,3.391,inf,0.822,0.772,0.767,0.578,0.313,0.870,0.579,3.355,inf,0.786,0.736,0.731,0.542,0.277,0.834
10.712,0.733,0.792,-9.287,0.134,-0.256,0.367,0.343,1.000,-0.958,8.329,8.132,11.177,307074456.224,8.676,8.422,8.048,7.936,7.899,8.496,10.514,13.559,307074458.607,11.058,10.804,10.129,10.319,10.281,10.879,10.018,0.793,3.838,inf,1.337,1.083,0.709,0.597,0.560,1.157,0.757,3.802,inf,1.301,1.047,0.673,0.562,0.524,1.122
9.999,1.492,0.646,-8.547,0.149,0.313,0.176,0.316,1.000,-0.639,7.908,8.363,11.698,694204412.218,9.133,8.508,8.077,8.025,8.124,8.672,10.454,13.788,694204414.308,11.223,10.598,9.867,10.116,10.214,10.763,9.815,0.751,4.085,inf,1.520,0.895,0.464,0.412,0.511,1.060,0.715,4.049,inf,1.484,0.859,0.429,0.377,0.475,1.024
9.410,2.009,0.254,-8.514,-0.057,0.016,-0.222,0.573,1.000,-0.411,8.103,8.528,11.821,681491903.083,9.067,8.563,8.344,8.065,8.189,8.608,9.835,13.128,681491904.389,10.374,9.870,9.349,9.372,9.496,9.914,9.071,0.584,3.877,inf,1.123,0.619,0.400,0.121,0.245,0.663,0.548,3.841,inf,1.087,0.583,0.364,0.085,0.210,0.628
9.832,0.697,0.446,-8.754,-0.076,0.222,0.362,0.277,1.000,-0.612,8.142,8.383,11.607,539640282.993,8.942,8.510,8.128,7.989,8.161,8.643,10.072,13.296,539640284.682,10.632,10.200,9.516,9.678,9.850,10.332,9.377,0.885,4.109,inf,1.445,1.013,0.631,0.491,0.663,1.145,0.849,4.073,inf,1.409,0.977,0.595,0.456,0.628,1.109
9.975,0.578,0.784,-8.498,0.240,0.487,0.255,0.179,1.000,-0.889,7.609,8.182,11.604,572351555.311,9.101,8.348,7.838,7.632,8.039,8.634,10.548,13.970,572351557.676,11.467,10.714,9.902,9.998,10.405,10.999,9.697,0.747,4.169,inf,1.666,0.913,0.402,0.197,0.603,1.198,0.711,4.133,inf,1.630,0.877,0.366,0.161,0.568,1.162
9.825,0.668,0.793,-9.159,0.272,-0.183,-0.140,0.890,1.000,-1.718,7.441,7.581,10.884,94920607.212,8.361,7.876,7.480,7.095,7.254,7.852,9.966,13.269,94920609.596,10.746,10.261,9.563,9.480,9.639,10.237,9.179,0.089,3.392,inf,0.869,0.384,-0.012,-0.397,-0.238,0.360,0.053,3.356,inf,0.833,0.348,-0.048,-0.433,-0.274,0.324
9.496,1.764,0.451,-8.104,0.040,0.515,0.146,0.447,1.000,-0.309,7.795,8.602,12.074,1289761084.817,9.421,8.603,8.242,8.026,8.293,8.777,10.303,13.775,1289761086.517,11.122,10.304,9.641,9.726,9.994,10.477,9.425,0.744,4.217,inf,1.564,0.746,0.384,0.168,0.436,0.919,0.709,4.181,inf,1.528,0.710,0.348,0.132,0.400,0.883
9.143,0.553,0.279,-9.012,-0.136,-0.079,-0.128,0.479,1.000,-1.225,7.787,7.938,11.189,161830002.356,8.423,8.060,7.795,7.230,7.672,8.099,9.294,12.545,161830003.712,9.779,9.416,8.850,8.586,9.029,9.455,8.285,0.272,3.523,inf,0.758,0.394,0.130,-0.436,0.007,0.433,0.237,3.487,inf,0.722,0.358,0.094,-0.472,-0.029,0.397
9.314,0.232,0.704,-9.495,0.237,-0.206,-0.995,0.340,1.000,-2.388,7.107,7.095,10.400,34281461.494,7.813,7.421,7.009,6.297,6.947,7.515,9.302,12.606,34281463.701,10.020,9.628,8.915,8.504,9.154,9.722,8.203,-0.396,2.908,inf,0.322,-0.070,-0.483,-1.194,-0.545,0.023,-0.432,2.872,inf,0.286,-0.106,-0.518,-1.230,-0.581,-0.013
9.292,1.715,0.067,-8.770,-0.320,-0.202,-0.282,0.715,1.000,-0.409,8.361,8.530,11.695,483805567.387,8.847,8.542,8.422,8.093,8.159,8.514,9.461,12.626,483805568.318,9.778,9.474,9.052,9.024,9.090,9.446,8.723,0.590,3.755,inf,0.907,0.603,0.482,0.153,0.219,0.574,0.554,3.719,inf,0.871,0.567,0.446,0.117,0.183,0.539
9.342,1.399,0.670,-8.797,0.262,-0.058,-0.398,0.326,1.000,-1.593,7.204,7.672,11.123,124483674.739,8.542,7.864,7.525,7.000,7.483,8.040,9.810,13.261,124483676.877,10.681,10.002,9.362,9.138,9.621,10.178,8.837,-0.172,3.279,inf,0.699,0.020,-0.319,-0.844,-0.361,0.196,-0.208,3.243,inf,0.663,-0.016,-0.354,-0.880,-0.397,0.160
9.531,1.023,0.556,-8.633,0.123,0.141,0.230,0.267,1.000,-1.011,7.622,8.093,11.479,329733477.833,8.859,8.228,7.871,7.533,7.900,8.418,10.003,13.389,329733479.743,10.769,10.138,9.480,9.443,9.810,10.328,9.142,0.420,3.806,inf,1.185,0.554,0.198,-0.141,0.226,0.745,0.384,3.770,inf,1.149,0.518,0.162,-0.177,0.190,0.709
9.407,2.059,-0.069,-8.334,-0.379,0.195,-0.199,0.459,1.000,0.412,8.746,9.124,12.298,2154509096.538,9.407,9.034,8.869,8.769,8.770,9.080,9.785,12.959,2154509097.199,10.067,9.694,9.228,9.429,9.431,9.741,9.128,1.169,4.344,inf,1.452,1.079,0.914,0.814,0.815,1.125,1.134,4.308,inf,1.416,1.043,0.878,0.778,0.779,1.090
9.544,0.627,0.650,-9.020,0.172,-0.062,0.079,0.236,1.000,-1.574,7.446,7.686,11.021,117374019.082,8.431,7.917,7.540,7.088,7.543,8.093,9.784,13.119,117374021.180,10.528,10.015,9.337,9.185,9.641,10.191,8.884,0.127,3.462,inf,0.872,0.358,-0.019,-0.472,-0.016,0.534,0.091,3.426,inf,0.836,0.322,-0.055,-0.507,-0.052,0.498
9.635,2.222,0.231,-8.531,-0.112,0.070,-0.097,0.383,1.000,-0.155,8.376,8.713,11.933,1004841807.461,9.175,8.743,8.507,8.404,8.418,8.829,9.973,13.193,1004841808.721,10.435,10.003,9.466,9.664,9.678,10.088,9.363,0.836,4.056,inf,1.298,0.866,0.630,0.527,0.541,0.951,0.800,4.020,inf,1.262,0.830,0.594,0.491,0.505,0.915
